content,score
akun murahan. kepencet d email orang. sudah nyantol d orang email nya. masih enak di toko oren. gak mudah masuk nya jadi aman.,1
jelek. ongkir mahal. 👎👎👎,1
ok,5
ok,5
"kecewa, beli barang tidak di kirim kirim, uank tertahan, toko tiba tiba tutup (toko bermaslaah) pengajuan refound susah, padahal penjual tidak merespon, pembatal otomatis 9 juli sudah lewat juga uank belum kembali, kecewa banget, bikin pusing kepala. tokopedia aneh",1
mantap,5
ongkir mahal,4
bagus,5
"sekarang tidak bisa pakai paylater gopay ! harus menggunakan tiktok paylater !!! jujur jadi harus beralih ke pembayaran yang lain dan tidak ada pilihan, seperti paksaan! padahal hampir 7 tahun saya pakai aplikasi Tokopedia !! agak merasa kecewa, pantas saja banyak yang berpaling kesebelah. mungkin saya juga begitu",3
kwalitas bagus namun terjangkau harganya,5
Good job,5
"ongkir mahal, pengiriman lama",1
ikin alamat ja gk bsa2 sue trlalu d prsulit,1
diskon engga jelas ........,1
"aku telah merasakan pengalaman buruk menggunakan Tokopedia, entah platform ini serius apa tidak! yg jelas 3 paket saya bermasalah, 1 cancel otomatis(seller nonaktif) 1 dalam pengiriman namun balik ke hub 1 lagi menunggu kurir seharian sampe malem saya mungkin beralih ke platform jadul, karena dulu aman2 saja",5
Di mohon kepada pihak tokped agar penipu penipu yang berjualan di tokped supaya di ajukan ke meja hijau. Sangat di sayangkan tokped marketplace sebesar anda tidak ada fitur Laporkan Penjual 😭😭. Dan tokped kalau mau lancar berbisnis pelanggan dinomor satukan.,1
barang bagus,5
bikin ribet untuk penjual kalau gabung sama tiktok apk nya gak bisa jual di sini lagi,5
terimakasih,5
semenjak terintegrasi dengan tiktok jadi ribet dan potongan nya sangat mencekik,1
tolong dikurangi durasi iklannya,1
Costumer service d hapus aja keknya,2
"BAHAYA DARK PATTERN! mau cek promo malah didaftarkan PLUS tanpa konfirmasi YA/TIDAK, tombol pilihan BATAL ntah dimana, harus CS yg mana bertele2",1
sangat puas,5
Mudah2an amanah,5
"Bagus, mempermudah. Dan yg paling bagus adalah ketika mencari suatu barang dengan kata kunci, bisa langsung menampilkan yang sesuai. Gak kaya toko sebelah.",5
manatab,5
bagus,5
ongkir nya terlalu mahal,4
"Mudah untuk melakukan transaksi..... Tempat dimana seller dan buyer bertemu dan bertransaksi, tanpa takut rugi.... Cepat, tepat, dan amanatnya bisa di andalkan",5
"Tokopedia bersekongkol dengan toko,toko gak ngirim barang uang saya gak di balikin sama pihak Tokopedia",1
"proses pengembalian dana lama banget dari toko sendiri no respon pergerakan pengiriman tidak ada,dibantu customerpun stack juga jawabannya smua diatur sistem.",1
Bagus,5
top markotop,5
"soal harga kalah jauh dari aplikasi oren mungkin dari segi diskon atau voucher,saya bandingkan harga barang dari toko yg sama di aplikasi oren sama ini perbedaanya sangatlah jauh mungkin saran saya tokped bisa ngasih diskon atau voucher yg bisa mengimbangi pesaingnya itu tks",5
saya kasih bintang 1 sebab saya kecewa sekali dengan pelayanan tokopedia apalagi tokonya refund saya tidak di respon sama sekali padahal saya sudah mengajukan pembatalan beli tapi uang saya tidak dikembalikan,1
🥰,5
"Gabung sama tiktok malah jadi kurang bagus, tarik saldo biasa cepet langsung masuk sekarang lama",2
mudah utk pembayaran pesanan,5
bagus,4
promonyaaaaa pelittttt parahhh semenjakkk license toko sebelahhh gaa,3
"Tokopedia sekarang kenapa sih, loading mulu gak kelar2,yang disalahin malah jaringannya,klo emang jaringan kenapa nonton youtube masih bisa tapi buka halaman produk di Tokopedia selalu gagal...?",1
mayan,5
belanja online amanah dan terpercaya daripada toko sebelah,5
mudah cepat dan support.,5
"aplikasi ter ribet. pengajuan pinjaman ribet, pengaduan ke cs jg lama dan ribet bngt ga dapet solusi sama sekali. cht live sama cs nya di diemin sama sekali ga ada tanggapan atau kalimat apapun, berasa ngomong sendiri. kita yg nyapa kita yang ngomong kita yang nutup.",1
"pencarian selalu gagal, tolong deplover dibenerin",1
murahin ongkirnya,5
Ok bgt,5
"toko pedia mantap, pelayanannya ramah",5
Tokopedia memang mantap,5
"gak jelas banget paket nunggu lama dari tanggal 4 eh sekarang dibilang nya ""dibatalkan "" padahal paket udah dijalan",1
sudah mulai malas menanggapi keluhan pembeli...barang sudah over proses tp pembatalan otomatis tidak berfungsj..banyak toko baru bulan2 ini indikasi penipu,1
sejauh ino saya tidak pernah kecewa dengan produk.tapi hanya ke dala dioengiriman saja,5
mudah dan cepat,5
"Pelayanan tidak baik, transaksi batal karena aplikasinya yang bermasalah masa pengguna yang dikenakan biaya layanan aplikasi. Saat minta bantuan ke agen Tokopedia care malah main tinggalkan obrolan sebelum ada solusi.",1
makin lama makin ribetttt,1
Bagus,5
mudah dan praktis,5
layanan sangat baik,5
"pembatalan barang harus menunggu persetujuan penjual dulu padahal saya salah alamat, dan ahirnya ditolak penjual padahal saya CO baru 5 menit langsung saya batalin, dan satu lagi pengembalian barang juga ditolak padahal saya jelas vidio unboxing sama foto barang, cs nya juga gitu balesnya lama banget udah nunggu antrian lama eh balesannya luama banget kadang malah gak dijawab, sangat tidak menguntungkan,😾😾",1
bagus,5
katanya dapet vocer 500ribu setelah membil dua barang dari rekomendasi ehh palahan ilang vocernya gimana ini hehe Mayan loh,1
"sekarang sangat buruk, penjualnya kebanyakan sudah keluar tapi masih ada lapaknya, ada masalah malah di hubungkan ke AI dan AI nya tidak memberikan solusi. sekalinya di hubungkan ke CS, tanggapannya lambat sekali.",1
"serius ini aplikasi makin bingungin.. masa mo co ga otomatis gratis ongkir.. mana berantakan sekali isi awalnya, jatuhnya malah mahal beli barang disini drpd sebelah padahal app lokal",3
Tokopedia bagus 👍,5
aplikasi taik.pesan barang tak sesuai.giliran mau retur malah status barangnya masih dikirim.padahal udah 3 hari yang lalu datang barangnya dan tak sesuai😡😡😡😡,1
terima kasih bs di ikuti,5
pelayanan jelek sekali,2
mengembalikan dana/refund dana terlalu lama tidak sesuai waktu yg di tentukan,1
andalan olshop,5
Muantab👍👍👍,5
sudah sering belanja di sini. sangat memuaskan.,5
buruk,1
mudah mudahan saya orderan 3 ada dan tidak dikirim kurang dari 3 barang. terimakasih,4
"knpha saya GK bisa paket playlaterr d tiktok boz kuhhh, knpha GK bisa playlater nya boz kuhh susah amat boz kuhh tolong d bantuu percuma playlater ada juga kalauu GK bisa d pake mhhh",5
sangat membantu,5
"biaya ongkir mencekik, dibanding toko oren",3
"menu/hampir hampir memenuhi yg saya butuhkan. Tapi kenapa di data aplikasi hanya 47mb, setelah diinstal jadi lebih dari 100mb. hal lainnya adlh, beberapa kali saya mengalami ga bisa login. Ini aplikasi aneh,,, knp system dibikin rumit rujit, susah juga mengakses solusinya, ga seperti aplikasi olshop lainnya yg mudah saat login.",2
"Tokopedia pesanan saya ga di kirim dalam 3hari dibatalkan tidak di konfirmasi, sudah 1hari pembatalan otomatis tidak berfungsi mohon jalan keluarnya",2
Lancar Jaya Untuk Menjadi Penjual Terbaik,5
"setelah saya nyaman menggunakan Tokopedia malah apk nya eror udah 7 hari jika scoling geser ke bawah belum sampai selesai udah balik lagi ke atas,capek geser geser, sehingga saya memutuskan menghapus apk Tokopedia beserta akun saya hapus",1
saya puas banget,5
"Tiap ada pembelian pakai promo sesalu dibatalkan, jangan sok sok pake promo lah kalok cuma di cancel terus mah buat apa!!! PHP aja, kaya di sope sama lazada dong, harga promo tetep dikirim gak peke dibatalin, soksok kasi harga murah promo kapan di order dibayar dicancel, udah beberapa kali kaya gini makanya saya kasi ulasan jeleK, MENGECEWAKAN, dah gak mau pake aplikasi ini lagi PHP, DIKEMBANGIN APLIKASI MU INI BIAR BERKEMBANG KAYA APLIKASI SEBELAH!!!",1
Susah verifikasi wajahnya buka tutup mulut udh bisa pas berkedip nya enga mau seharian itu aj yg di cob enga bisa,5
"semoga cepat sampe barang nya,biar tatap admin senang",5
"Aplikasi belanja online paling buruk diantara lain nya, ... orderan saya dicuekin seller selama 2x 24 jam tanpa info dari chat dan perkembangan status orderan apapun, giliran mau dicancel malah disuruh nunggu persetujuan seller yg ga ada kabarnya berhari hari. Minta bantuan customer care juga ga nemu solusi. Akhirnya nunggu 2x24 jam untuk acc batal otomatis, kocaknya setelahnya orderan masih belum tercancel juga. parah banget sumpah tokopedia sekarang.. pantas susah bersaing dengan shopee.",1
Sangat bagus pelayananya,5
good,5
jujur menurut saya apk Tokopedia ini harganya sangat mahal barang yg sama pada d'shopee...contoh celana pendek jeans mc wiscer harga d'tokopedia 200bk'atas sedangkan d'shopee kisaran d'bawah 200 seperti hrga 160 ribuan . kenapa sya GK pernah belanja d'tokopedia krna mahal!!!,1
ok,5
Keren,5
ok,5
baru mencoba 4 aj dlu,4
Prima & Sangat Memuaskan,5
"error terus, gak bisa mencari item atau membeli",1
saya ingin mencoba aplikasi nya pedatang baru dobwlod,4
"Barang yg dijual tidak sesuai Deskripsi menjual HP bergaransi resmi, dan berasuransi namun toko BumBum Grosir melakukan penipuan dengan pasal 378. penipuan..penjualan HP yang dikirim kan hanya cover pelindung hp. tidak ada penjelasan detail dan permintaan maafnya dri pihak tokped. pertanyaan pun tidak di gubris oleh costumer care.",1
Someone : Kenapa lu pake Tokopedia? me : Karena pernah di endorse kobo kanaeru,5
mantap,5
"tokopedia sangat memuakkan, saya beli barang di tokopedia dan oleh toko penjual diarahkan ke chat wa untuk transaksi diluar tokopedia, dan disini saya merasa ada yang tidak beres, transaksipun saya batalkan dan uang di refund oleh tokped, tapi uang tidak bisa segera saya ambil karena alasan direview tokped 2x24 jam, alasan macam apa ini?? itu uang mau segera dipake bos, kenapa kau tahan2 macam kau aja yang punya uang, itu uang saya bos!! komplain di tokped care pun yang jawab juga robot !!",1
KURIRNYA LOGOK SEKALI,5
apalah ini app tulisannya bisa COD tapi pas dipencet malah gk bisa,1
sangat menghibur sekali,5
dari semua online shop tokped yg paling saya percaya. tapi kalau misal suruh update atau yang lain lain jangan ngebet banget ini selalu diingetin terus,5
Mantapppp,5
"Setelah bergabung drngan tiktok vocher makin dikit , bahkan gk ada lagi vocher belanja diskon bulanan",1
baik,1
mantap dengan kerja sama yg baik antara toko pedia dan DANA transaksi jadi mudah,5
"Tokped sudah diambil alih asing guys skarang tampilan beda makin ampas, sudah saatnya beralih marketplace lain :)",1
good,5
"kalo bisa jasa pengiriman yg di gunakan oleh Tokopedia jangan cuman 1, ada beberapa pilihan jasa pengiriman. karena kami yg di Sulawesi yg jauh dari kota besar harga barang tidak seberapa tapi ongkirnya 54.000",5
kenapa toko banyak di tutup permanen.. itu kan sudah ada aturan 17+ ..boleh beli. masak cari coil pod..gak bisa. kan kasihan toko online yang sudah jualan tahunan. sekalian tutup tokopedia seperti BukaLapak 👎,1
tokopedia makin mantap aja nih,5
keren,5
Baru pengajuan Semoga LOLOS Amin,5
mantap,5
Tokopedia jualan on line yang paling terdepan dan selalu terdepan,5
Keren banget pokonyaaa,5
tepat waktu,5
"kacau customer servicenya kacau bngt, sistem akhiri obrolan otomatisnya kacau. masa masalah belum selesai lansung obrolan berakhir otomatis, padahal csnya yang balesnya lama.",1
"Kok penyelesaian paket nyasar malah retur yaa? padahal saya sangat menunggu paket saya. Karena mandek lebih dari 3 hari digudang J&T saya komplain, tapi kenapa solusinya retur? Ini sangat merugikan konsumen, saya komplain agar barang yg saya mau sampai, bukanya malah dikembalikan.",1
Good,5
Ribet ga bisa tambah posting dagangan.,1
"walaupun pernah download lama,tapi belum pernah di pakai,nah sekalinya mau pake,ada yang namanya promo putar spin untuk pengguna baru sampai 800 ribu jika belanja 1 barang yang di tentukan,setelah saya belanja 1 barang,nah saya dapat tuh cm ngga tau cara pake nya,nah ternyata ada syarat dan ketentuan berlaku, dan diskonnya jg saya kira sampai 800 rbu ternyata ada syarat dan ketentuan yang ternyata ngga sesuai dengan angka yg 800 rb,haduhhhhh bener2 cerdas marketingnya,kecewa si cm ya udah lah,",2
"mudah nyari barang apa saja,aman, dan banyak diskonnya",5
apknya bagus cuma notifikasi nyepam banget asli dah lagi by one epep notifikasinya nauzubillah,5
yahud dah pokonya tokopedia,3
"bagus, pilihan barang dan harganya kompetitif",5
Tokopedia sekarang gratis ongkirnya hilang semua ongkir naik sudah lapor ke Tokopedia care hanya dikasih tiket namun tidak menyelesaikan masalah,2
setelah update malah error semua dan pelayanan cs sangat lambat,1
"Belanja lebih hemat, gratis ongkir, menghemat waktu🥰",5
cukup memuaskan,5
nice good,5
"Sistem pengajuan pembatalan order gak fair buat customer, banyak seller Tokopedia sengaja tidak mau konfirmasi pengajuan pembatalan dari customer, seller sengaja mengulur waktu sampai batas waktu yg ditentukan sistem. sehingga uang refund customer tertahan, disitulah cacat nya sistem pembatalan dari Tokopedia ini, Tokopedia ini cacat dalam melindungi customer nya dari seller nakal!",1
tersedia berbagai macam jenis barang semoga bermanfaat,4
pelayanan jelek skrg,1
mantappppppppppp,5
Kolom diskusi nya malah di hapus seutuhnya...diganti sama chat pribadi semua... seriously? tolong balikin kolom diskusi,1
top apk lokal jaya terus produk lokal,5
"ini kenapa tokped gk bisa saya instal , tolong pihak developer bagaimana ini ?? tokped saya gk bisa diupdte + diinstal",5
ok,5
"uang jualan ga masuk"" aneh",1
good,5
pelayanan cukup bagus,5
good,5
Pengiriman lama!!,5
bagus,5
"Tokopedia kalau barang sampai sudah diterima tidak bisa di kembalikan, kalau toko lain masih bisa 1x24jam, karena barang kita terima kadang belum dicoba.",3
"aplikasi ini makin hari,makin bobrok, penjual banyak sekali yang tidak amanah lagi, dan saat transaksi bermasalah tidak ada lagi customer service yang menangani, semua di handle oleh robot yang ga berguna, tak ada solusi yang didapat. tidak recomended!! beralih ke toko oren aja!!",1
"Bagus tapi kenapa ketika saya daftar afilliate ketika klik ""selesai"" selalu muncul ""internal server error"" sehingga gak bisa gabung affiliate?",4
mantap,5
saya sudah melakukan transaksi namun produk/invoice tidak ada dalam daftar transaksi. nanya ke cs tapi tidak respon. tolong kembalikan uang saya,1
mantap,5
sangan membantu kami yang jaraknya sangat jauh trimakasih Tokopedia👍,5
bagus,5
sangat.membantu kami dan cepay,5
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
"Gak bisa jadi penengah barang komplain. Toko nipu, pihak kurir gak datenh buat ambil komplain malah disuruh komplain ulang. Masalahnya gak ada fitur ajukan komplain ulang kalau udh milih komplain sebelumnya.",1
sangat membantu,5
lumayan,4
sudah tidak seperti yang dulu.. saya kecewa,2
mantap toko pedia,5
"dh medit skarang tokped,, diskon pulsa gada diskon beli barang pun jarang.. uninstall aja lah beralih toko oren bye bye",1
sudah tiga hari pesanan saya tidak di proses oleh penjual dan customer service tidak responsif dan batal otomatis tidak bekerja,1
semakin kesini kurir rekomendasi makin lama mohon di perhatikan,1
ggood,5
pengen belanja live,5
"mau tarik uang krn seller batal kirim koq ribet. bintang 1 lah, klo perlu 0",1
keren,5
MANTAP,5
cashback coin gopay ga pernah masuk ke e-wallet jadi percuma ada kuponnya tapi coin ga pernah diterima.,1
sangat bagus,5
"sangat membantu , dan mudah di axes, harga bersaing ,banyak pilihan",5
aplikasi gk rekomendasi lambat pengembalian dana nya,1
Ok,5
"tempat searching Tokopedia ga seakurat dulu, jadi agak kesulitan mencari barang, saat di menghapus favorit harus scroll lg dari atas",2
"tolong fitur instant nya diperbaiki kasih waktu jangan h+1 hari gitu, diliat perjam aja kalau udh lewat batas jamnya instant nya auto mati atau gaada. soalnya kalau h+1 hari itu, sengaja pesen sore buat dipake pagi eh penjualnya malah kirim besoknya, kan percuma. adain jg report buat tokonya",1
lumayan,2
"W.I.B W.I.B Coba Liat Tokped.. banyak Toko Abal2 Di Dalam Nya... Banyak Yg Nipu... mending Pake Shopee.Pembayaran ViA Bank Atau Wallet Aman ... Tokonya Juga Banyak Yg Amanah.. Developer Tokped Lambat Respon, sekali Respon Yg Balesin Robot 🤖",1
aplikasi oke,5
mantap,5
"pengembalian ribet, pembatalan ribet, pengiriman sempat error, batal otomatisnya juga sempat error, mediasi antara penjual dan pembeli lelet, pake bot dimana² tapi sistemnya masih kacau",1
"ga banget , lelet bgt penanganan keuangannya masih laju keong , cs dichat juga gajelas, penarikan saldo refund ke rek bank masa 1hari kerja ga selesai? heran bgt coba tambahin karyawan bagian keuangan biar seller/buyer ga pusing nunggu kalian transfer kerekening kami !!!!!!",1
ok,5
terbaik😎,5
mantap,5
kikir banget njir sekarang wkowkwowkok,1
"baru pertama belanja udah di batalkan padahal jarak tidak terlalu jauh,tapi pesanan malah di batalkan sm yg punya toko,sangat kecewa sih",1
good good good pertahankan.,5
selama ini beli lewat tokped aman dan lancar saja. tapi ini kenapa yang lewat JNE gak ada kabar beli tanggal 1 juli 25 estimasi 4-6 juli25. sampai tanggal 9 juli25 gak ada kabar. cek resi gak bisa detek. status resi hanya sampai tanggal 3 juli. jadi mulai ragu belanja lagi. status gak barang gak jelas. hanya dikirim saja. sampai dimana barang gak di-update. kecewa,3
